specie;sex;birth_time;death_time;age;max_stamina;max_energie;max_health;max_speed;view_dist;scout_pattern;generation;fearful;patient;eater;reproductive;sociable
Canis lupus lupus;Femelle;22470;25870;3400;-181.98129354104609;2340000.0;1200.0;0.8400000000000001;320.0;[-0.12229500197770989, 0.21277472477684403, 0.369436187183995, 0.6507577257083172, 0.6160007400853723];2;0.32888443362011593;0.4536548634687778;0.9755544525264619;0.9005429234854154;0.47870784469518735
Gallus gallus domesticus;Femelle;22830;25250;2420;28.15564922506448;240000.0;160.0;0.8800000000000001;192.0;[-0.06336067214061421, 0.13719105225227224, 0.34630701928073115, 0.7235374019738672, 0.7130636899535456];2;0.3289283409392324;0.5206555329868974;0.9523275041860741;0.8355945534317727;0.4041169443524837
Gallus gallus domesticus;Male;22830;44950;22120;-87.84435077493552;240000.0;160.0;0.8800000000000001;192.0;[-0.1665643907112663, 0.13898294557775956, 0.3528244600886854, 0.5595593555722879, 0.4743242190289544];2;0.48333685624334244;0.45442698650228935;0.8433230745243966;0.8048383352208972;0.48182483565618917
Gallus gallus domesticus;Femelle;22870;58540;35670;20.171412173437467;240000.0;160.0;0.8800000000000001;192.0;[-0.1399695373201416, 0.16440230571152148, 0.30073180136617017];2;0.30468894025349336;0.4896693638876175;0.8964845871019577;0.9560905331927763;0.395423042241406
Gallus gallus domesticus;Male;22870;25130;2260;-95.82858782656254;240000.0;160.0;0.8800000000000001;192.0;[-0.11392917252492296, 0.21920931377856281, 0.44455381663792326];2;0.44788119668960713;0.5369318431663679;0.8519500568348043;0.8070574047095997;0.46256966055217374
Gallus gallus domesticus;Femelle;23040;25240;2200;-8.311965586823044;206400.0;137.6;0.7808;165.12;[-0.1312404799954454, 0.01708692899994857, 0.2518604227034748, 0.19452811267291262];4;0.4531972893323607;0.5544651538930617;0.8280383867090627;0.760039382004841;0.42433606112446504
Gallus gallus domesticus;Male;23240;49880;26640;26.764704215133833;240000.0;160.0;0.8800000000000001;192.0;[-0.17769542176852104, 0.19431151370536506, 0.4117384980868971];2;0.4746229393316116;0.5102189364927577;0.8113787929774036;0.8762625561994334;0.4560317739270734
Gallus gallus domesticus;Femelle;23240;29490;6250;-89.23529578486617;240000.0;160.0;0.8800000000000001;192.0;[-0.1724558646715464, 0.1725885570435467, 0.47230269237882416];2;0.35595316406794875;0.563847543724002;0.8440235509244629;0.911513033469849;0.3567955351267015
Gallus gallus domesticus;Femelle;23580;31090;7510;16.66727172556757;240000.0;160.0;0.8800000000000001;192.0;[-0.15199148188682565, 0.1729226139862969, 0.30612641238677474, 0.6518519194480376, 0.5404726892695607];2;0.4892719566660301;0.5944448762477802;0.8351738144739413;0.832067818051196;0.46540788354966206
Gallus gallus domesticus;Male;23580;25480;1900;-99.33272827443244;240000.0;160.0;0.8800000000000001;192.0;[-0.08925168819179573, 0.16350587622880886, 0.4354529043230644];2;0.37022075129072485;0.5173253578742956;0.84242582154482;0.9391189447418747;0.38132904325122474
Gallus gallus domesticus;Femelle;23750;25740;1990;17.24652395936093;240000.0;160.0;0.8800000000000001;192.0;[-0.14312117086375004, 0.13364450647574888, 0.39551307166615285];2;0.47574369814237844;0.5494418584184517;0.9301538560641336;0.9982492202803506;0.41332461160657336
Gallus gallus domesticus;Male;23750;25980;2230;-98.75347604063907;240000.0;160.0;0.8800000000000001;192.0;[-0.07475864175027092, 0.17899686969559175, 0.4960052530543521, 0.6948935180269139, 0.5622204528729908];2;0.4358838929558451;0.5577730821977377;0.8993153970610336;0.9036169445308326;0.47819468609921534
Canis lupus lupus;Male;23930;167130;143200;147.84710000002156;2340000.0;1200.0;0.8400000000000001;320.0;[-0.18659194295508807, 0.16401010210387956, 0.3781919382874365, 0.7028685931637584, 0.6648535060665987];2;0.4405105481900216;0.45962428055606785;0.8546640192750493;0.9808232325489787;0.32262992093818654
Gallus gallus domesticus;Male;24190;51730;27540;-15.144597278140077;240000.0;160.0;0.8800000000000001;192.0;[-0.17217178181821702, 0.056147910951455215, 0.38198216856103406];2;0.30024791076069857;0.413997484989551;0.8257330962165753;0.8362439223348779;0.3376288173317069
Gallus gallus domesticus;Femelle;24290;26410;2120;95.1500968790906;216000.0;144.0;0.8320000000000001;172.8;[-0.06879028278217143, 0.22261594298569587, 0.4105727405025651];3;0.1315792000260626;0.43232995010611125;0.9315914929605665;0.9101155898960621;0.3019411324940644
Gallus gallus domesticus;Femelle;24300;27810;3510;-24.937903120909414;216000.0;144.0;0.8320000000000001;172.8;[-0.20056408751684418, 0.06326969534360008];3;0.31441459655048876;0.5122975893512944;0.845182932722313;0.8174359399152008;0.31816382210040384
Meles meles;Male;24380;46540;22160;-17.168115250980772;648000.0;432.0;0.7080000000000001;194.4;[-0.08403091033179372];3;0.4574462534402688;0.576555880322837;0.8097283814654466;0.6686193935551824;0.4281451475929017
Gallus gallus domesticus;Femelle;24500;28610;4110;23.683330331241315;206400.0;137.6;0.7808;165.12;[-0.09149560764506617, 0.0573968044441695, 0.4669704205090268, 0.5874933460872741, 0.4397929855196887];4;0.08845989136540025;0.41631844737832735;0.8864410480742188;0.8538258693535459;0.2623425309312267
Gallus gallus domesticus;Femelle;24500;26400;1900;-92.31666966875869;206400.0;137.6;0.7808;165.12;[-0.26448382626184425, -0.0037410479761110227, 0.07158608739755282, 0.1442986507752141, -0.0007747396102650572];4;0.22215622800729168;0.46366366869738707;0.8798757866620979;0.8730517449996031;0.4280842501848402
Gallus gallus domesticus;Male;24600;47640;23040;-32.58059766523775;240000.0;160.0;0.8800000000000001;192.0;[-0.00039916027000139745, 0.14545287689038777, 0.49273822219885577];2;0.42976229645494946;0.4741505042301689;0.9578353951746119;0.8635275036024193;0.488960629815481
Gallus gallus domesticus;Male;24650;52390;27740;-26.631669357844;216000.0;144.0;0.8320000000000001;172.8;[-0.14831036494452687, 0.06256939338425418, 0.26066616960575256, 0.15706932627931236];3;0.4810051289034025;0.5287339903421135;0.8561437417884349;0.8920986507604655;0.32790794439485216
Canis lupus lupus;Femelle;24900;156960;132060;145.82812216642822;2340000.0;1200.0;0.8400000000000001;320.0;[-0.06483572126516646, 0.20266379695446263, 0.34304852375975325, 0.6405283777200861, 0.5285487836568967];2;0.3572713498612343;0.5863578490231295;0.9884105756823302;0.9087294369523025;0.3522539756061217
Canis lupus lupus;Male;24900;39960;15060;-90.17187783357177;2340000.0;1200.0;0.8400000000000001;320.0;[-0.19422633273155346, 0.09998464280748376, 0.41196200230599406];2;0.49130839627360323;0.5686033935495864;0.9325113127539062;0.8108962972388263;0.485858701113619
Canis lupus lupus;Femelle;24900;26470;1570;-326.1718778335718;2340000.0;1200.0;0.8400000000000001;320.0;[-0.14399464004617865, 0.050935801467603764, 0.3191208220371814, 0.6370945816656022, 0.5840792481326319];2;0.36445094354638385;0.593155105094932;0.8168454365459046;0.8211006804335724;0.46255439476888593
Gallus gallus domesticus;Male;24990;32040;7050;-0.3611731556274606;216000.0;144.0;0.8320000000000001;172.8;[-0.12628820656708803, 0.20633873197018984, 0.4162784402535635];3;0.3438782195441439;0.5495644271443927;0.796897568279181;0.9346959791225363;0.4120873594491081
Gallus gallus domesticus;Femelle;25230;26940;1710;-24.470968348051567;202560.0;135.04000000000002;0.79232;162.048;[-0.04935528413477013, 0.08454692756656948, 0.3203407919191316];5;0.3528402496705053;0.47031189813463364;0.6341612861698457;0.7462473884653693;0.3988037893402634
Gallus gallus domesticus;Male;25230;43100;17870;-1.4422501964805976;216000.0;144.0;0.8320000000000001;172.8;[-0.16268087377739104, 0.23337326911792253, 0.365275787876636];3;0.17324280021836125;0.32456005351609685;0.935406375004998;0.9282587679820332;0.3439820536677982
Gallus gallus domesticus;Femelle;25270;29120;3850;18.11773365204648;216000.0;144.0;0.8320000000000001;172.8;[-0.1600654783321017, 0.03493587564233991];3;0.30393071563621044;0.5281192922871488;0.8058879908251002;0.8425031221282897;0.34091934661227175
Gallus gallus domesticus;Male;25270;30230;4960;32.39316829623931;216000.0;144.0;0.8320000000000001;172.8;[-0.04133623803543132, 0.18693102540118353, 0.4432561511955962, 0.6387921221628114, 0.5353494902149585];3;0.2554518943303521;0.5715384592922469;0.9614124826892033;0.6837452669793456;0.4704629909867035
Gallus gallus domesticus;Male;25270;45500;20230;-83.69483170376068;216000.0;144.0;0.8320000000000001;172.8;[-0.16140330527743518, 0.11020695008344061, 0.2207279657506788, 0.5275173309502936, 0.5652709245198417, 0.4417678500433622];3;0.4288907503270726;0.4001818925664243;0.7896000592338128;0.7807718554109763;0.25145604466391
Gallus gallus domesticus;Femelle;25320;53760;28440;-17.876224000002026;192000.0;128.0;0.7040000000000002;153.60000000000002;[-0.21507463424922427, -0.04781728257058249, 0.23865515308474344, 0.4535953332765379, 0.33448441963126746, 0.18611484732331793];3;0.41630203178334896;0.3260725748441066;0.7924003829672446;0.7948473822002058;0.27094562198002614
Gallus gallus domesticus;Male;25580;31210;5630;-4.958163538762801;240000.0;160.0;0.8800000000000001;192.0;[-0.14405098019109985, 0.11779887548364681, 0.3984393092608721, 0.6430877519442043, 0.5316146856370664];2;0.4935663502761649;0.5190893836328481;0.9056900909384605;0.8643996858615172;0.39449159495488134
Meles meles;Femelle;25600;67580;41980;-23.845919362884725;648000.0;432.0;0.7080000000000001;194.4;[-0.04937123384666964, 0.35086135854536704, 0.2553646903023368];3;0.35691652429528464;0.3535122087132757;0.8192917625962557;0.8582423125893737;0.21276155589603213
Gallus gallus domesticus;Femelle;25690;27910;2220;16.157310757881778;240000.0;160.0;0.8800000000000001;192.0;[-0.14213326247849223, 0.11600662765221373, 0.46083942126866295, 0.7057578215630516, 0.651347844130146];2;0.32249853293211705;0.5438536665478005;0.9779762141714764;0.8892743383834862;0.449083799762295
Gallus gallus domesticus;Male;25690;27920;2230;-99.84268924211823;240000.0;160.0;0.8800000000000001;192.0;[-0.1572905019986487, 0.24293778353844808, 0.33409346265909534, 0.7019739782964726, 0.5982475132633835];2;0.3401790129379607;0.5541561668462325;0.9041939448347442;0.9387924130250408;0.3487094106899815
Gallus gallus domesticus;Male;25720;51240;25520;29.452544734522583;240000.0;160.0;0.8800000000000001;192.0;[-0.11663127309144963, 0.12734027260478908, 0.34585798134935203];2;0.4319421742687179;0.41574035282212707;0.8091818113669622;0.8883512910463126;0.324801677793332
Gallus gallus domesticus;Femelle;25720;29390;3670;-86.56365526547742;240000.0;160.0;0.8800000000000001;192.0;[-0.0943314181257712, 0.05986824822592074, 0.4119031014793916];2;0.37526604657591367;0.5456578922266403;0.9178243660427025;0.8382687717162911;0.3454502074806062
Gallus gallus domesticus;Male;25720;53930;28210;49.90804048873728;216000.0;144.0;0.8320000000000001;172.8;[-0.26342900391004237, -0.01133402106591036, 0.28413827821123583, 0.18459321199043455];3;0.4387035481775978;0.45961810440063705;0.9263297095334472;0.8871355013151682;0.38029295134679986
Gallus gallus domesticus;Male;25730;48270;22540;-66.17995951126272;216000.0;144.0;0.8320000000000001;172.8;[-0.19399763305420362, 0.09006006271845035, 0.43684155720465495, 0.5801562524698937, 0.5703290263631882];3;0.36419536001734004;0.5765555780708088;0.9264532604605927;0.8934718671740012;0.3967505281577897
Gallus gallus domesticus;Femelle;25760;30370;4610;9.06849687908757;216000.0;144.0;0.8320000000000001;172.8;[-0.1613943323972303, 0.2052346312471852, 0.4832875591247573, 0.7490528126675964, 0.695543704673324];3;0.3979157746226946;0.5389322666566327;0.749364222921664;0.6782135835490237;0.430476107256308
Gallus gallus domesticus;Male;25790;53790;28000;20.26494961818952;240000.0;160.0;0.8800000000000001;192.0;[-0.07436100690802842, 0.24050759406807104, 0.34627342632813135, 0.6108622828068886, 0.4767598213776709];2;0.356976457939596;0.4580185571865787;0.8301760406745476;0.9676741096352127;0.3688631153465093
Gallus gallus domesticus;Femelle;25800;28380;2580;-95.7350503818105;240000.0;160.0;0.8800000000000001;192.0;[-0.0501088026252595, 0.07396051219679625, 0.35288181473949787];2;0.3495020792224184;0.5469401154681642;0.8105443476036249;0.9222352920031952;0.31979283510783596
Gallus gallus domesticus;Femelle;25860;54990;29130;-15.106550750257567;240000.0;160.0;0.8800000000000001;192.0;[-0.0558613992896853, 0.061706772574731006, 0.46029555327847227, 0.6930184857419671, 0.6516646071627772];2;0.4634976326104342;0.45758964830052234;0.8159651308723046;0.8150782227258534;0.38649852983008337
Gallus gallus domesticus;Male;25930;54060;28130;50.39522188291076;216000.0;144.0;0.8320000000000001;172.8;[-0.26210451287084463, 0.07223207690094671];3;0.43886213929975026;0.5508471075967303;0.8710284616980102;0.9122661592143163;0.3168284746777851
Gallus gallus domesticus;Femelle;26000;42960;16960;21.87701797405505;206400.0;137.6;0.8128000000000001;165.12;[-0.1528072891852937, 0.14203242176299233, 0.3684661972284294, 0.7111870588596049, 0.6732917676890763];4;0.43232572238096223;0.39244680547474275;0.6529364895667404;0.6766607435893053;0.025729630018033384
Gallus gallus domesticus;Femelle;26000;27730;1730;-94.12298202594496;206400.0;137.6;0.8128000000000001;165.12;[-0.23445965716268696, 0.04337000584230285, 0.19214371944989903];4;0.3996258018762851;0.39208789638257224;0.6682979218609716;0.9788795194816263;0.07230033321774831
Gallus gallus domesticus;Male;26400;53270;26870;29.95934260754157;206400.0;137.6;0.8128000000000001;165.12;[-0.17292853984352452, 0.09772294367099105];4;0.4545101392679125;0.4725957082439415;0.8838444961580189;0.8901778040597832;0.23639497822066033
Gallus gallus domesticus;Femelle;26400;28540;2140;-86.12385739245845;206400.0;137.6;0.8128000000000001;165.12;[-0.19287754603840712, 0.02262731690979214, 0.4012499026533812, 0.2717567410303996];4;0;0.3358325782892349;0.8714960311752382;0.7221379896271551;0.38353052005001237
Gallus gallus domesticus;Male;26820;36760;9940;85.63704701171173;240000.0;160.0;0.8800000000000001;192.0;[-0.0008508972922520509, 0.11561865145984732, 0.4848826622185305];2;0.4900840174343371;0.4940969466233277;0.960259141714969;0.9871683324916778;0.3787346085786748
Gallus gallus domesticus;Male;26820;30440;3620;-10.48295298828827;240000.0;160.0;0.8800000000000001;192.0;[-0.0370772578211491, 0.14758135376935164, 0.37196828620377387];2;0.3537677498451287;0.4258014906431552;0.805324505357261;0.8150673402780918;0.4219815863552361
Gallus gallus domesticus;Femelle;26860;61600;34740;-4.611571916914471;240000.0;160.0;0.8800000000000001;192.0;[-0.1807365761151615, 0.10005528059297039, 0.4414153372509797];2;0.3630268441696163;0.5428764650060398;0.8824199958268575;0.812688038263727;0.31957050416304655
Gallus gallus domesticus;Femelle;26930;54230;27300;6.89225901777694;201024.0;134.01600000000002;0.796928;160.81920000000002;[-0.15075896766843339, 0.060394732173434544];6;0.21988994471682222;0.3621195705771687;0.884608844785648;0.591153410818445;0.31040563820095324
Gallus gallus domesticus;Femelle;26930;27360;430;-109.10774098222305;201024.0;134.01600000000002;0.796928;160.81920000000002;[-0.2072694580098811, 0.006319111254595028, 0.2027980479377966, 0.010055987267311578];6;0.43952117576640254;0.4229645932225288;0.6073629462052901;0.5947112247903635;0.37173711874862936
Gallus gallus domesticus;Femelle;27150;31020;3870;82.05497798340599;240000.0;160.0;0.8800000000000001;192.0;[-0.09053985285488081, 0.13203552627467757, 0.3749941582226374];2;0.48489649828072573;0.5814593263002883;0.8322723454087189;0.9337744460508174;0.43485486393982586
Gallus gallus domesticus;Femelle;27150;62870;35720;129.62908441535322;240000.0;160.0;0.8800000000000001;192.0;[-0.18785080810503357, 0.2438827159099522, 0.33548733534059666];2;0.4158209792742982;0.4052612480663121;0.8009433795652935;0.9488081889255869;0.3392607688824093
Gallus gallus domesticus;Male;27150;39510;12360;9.529084415353214;240000.0;160.0;0.8800000000000001;192.0;[-0.18295365037995792, 0.18288436391244076, 0.30622537138295225];2;0.4271409914501782;0.49829937500890353;0.8675663445082793;0.8874343829791018;0.4612568872396083
Gallus gallus domesticus;Femelle;27180;29990;2810;51.91940498398097;240000.0;160.0;0.8800000000000001;192.0;[-0.07191437765151125, 0.22569868541251745, 0.3812591943788183];2;0.3975074797486945;0.5358146108610069;0.8664119186558916;0.9658305824521107;0.4577568479336387
Gallus gallus domesticus;Femelle;27180;51510;24330;-64.08059501601905;240000.0;160.0;0.8800000000000001;192.0;[-0.0006368361383256139, 0.17862545575640548, 0.3047035478517651, 0.6004715616094164, 0.42257805497086154];2;0.44395328225457176;0.45339565175048435;0.9258369575069235;0.9079207302706561;0.4093719361965953
Gallus gallus domesticus;Femelle;27400;63140;35740;43.13988377306632;240000.0;160.0;0.8800000000000001;192.0;[-0.11992288463092343, 0.19099288448621493, 0.4523018629721496];2;0.38796622059580793;0.4672849960883879;0.8224587585145346;0.8884732909424365;0.46028016190183907
Gallus gallus domesticus;Male;27400;33480;6080;-72.86011622693368;240000.0;160.0;0.8800000000000001;192.0;[-0.06859672420159915, 0.08395518701409455, 0.3929411082719224, 0.7407678782502882, 0.563641506243896];2;0.4249579450229772;0.4354225784589235;0.8517667681303358;0.922852815279111;0.47473254574241597
Gallus gallus domesticus;Femelle;27650;59850;32200;49.336117536392614;216000.0;144.0;0.7520000000000001;172.8;[-0.1955868677652025, 0.18384778932762325];3;0.40394408716782276;0.3705055064910518;0.9080298384627564;0.8404349620085908;0.41067605044826355
Gallus gallus domesticus;Femelle;27650;44690;17040;-42.75188246360739;216000.0;144.0;0.7520000000000001;172.8;[-0.08892052273623217, 0.15379864882850244];3;0.35391427679879045;0.4066115482495993;0.9975833571104988;0.8997253223672662;0.3347087076811449
Gallus gallus domesticus;Femelle;27720;52330;24610;-29.19339963802694;206400.0;137.6;0.7328000000000001;165.12;[-0.11707136320998131, 0.06485403684957405, 0.392977126215172, 0.646274741103964, 0.48567616483081844];4;0.44969543171149884;0.528131607632079;0.8699165588674884;0.8036255085829898;0.3777165874557448
Gallus gallus domesticus;Male;27790;54590;26800;147.78536194492006;240000.0;160.0;0.8800000000000001;192.0;[-0.10892918066813442, 0.1684337316737517, 0.4483996647926812, 0.6352984177338669, 0.6123327450046306];2;0.3419045081205286;0.536650937612757;0.9174916454950486;0.9833642783707535;0.3240807957377311
Gallus gallus domesticus;Femelle;27790;59340;31550;27.785361944920055;240000.0;160.0;0.8800000000000001;192.0;[-0.10898453466044139, 0.21237702145423873, 0.4912781123184973, 0.740313045788008, 0.6842651908646591];2;0.420756784744222;0.5935852311685024;0.8947490246861123;0.9411267563874036;0.32305487028863855
Gallus gallus domesticus;Femelle;27790;29570;1780;67.19643875163565;206400.0;137.6;0.8128000000000001;165.12;[-0.04326969441323874, 0.12403257729758288, 0.4828222013474851];4;0.32052558711524537;0.48205856278382575;0.6537696836170244;0.6478734843809901;0.12327943156593912
Gallus gallus domesticus;Femelle;27800;51950;24150;-48.80356124836435;206400.0;137.6;0.8128000000000001;165.12;[-0.0440863748321233, 0.1223562344272158, 0.4970577103393748, 0.5714424093615116, 0.44442327575339613];4;0.30956793668694293;0.4136833394256001;0.8100674605991101;0.8005051766765393;0.4631183153539168
Gallus gallus domesticus;Male;27800;27830;30;-164.80356124836436;206400.0;137.6;0.8128000000000001;165.12;[-0.1374976161075838, 0.1837074851082391, 0.4278942075629272];4;0.1904333982083748;0.5086326756786594;0.868461607129941;0.9155319800982133;0.18691033735215984
Gallus gallus domesticus;Male;27900;55970;28070;29.848332303150688;216000.0;144.0;0.8320000000000001;172.8;[-0.16826120984212276, 0.1318063436625204, 0.31625306402178377];3;0.15637959770750923;0.47624506322687454;0.8270393533990621;0.9369904574133873;0.3385064523006336
Gallus gallus domesticus;Femelle;27900;51200;23300;-86.16926769684932;216000.0;144.0;0.8320000000000001;172.8;[-0.06446356827630272, 0.12028724965769541, 0.41034368249003617, 0.71378769979808, 0.5820920726349461];3;0.4370063861916787;0.5216892607562845;0.9221520451873504;0.7038488530420526;0.4843746427593017
Meles meles;Male;28100;65390;37290;-38.010641954413735;648000.0;432.0;0.7080000000000001;194.4;[-0.13201380915489844, 0.31673175169167234, 0.40101802670110276, 0.38436538132497144];3;0.4661020655824165;0.5438126542065866;0.8230955474734846;0.7536593979148044;0.41313763698120853
Gallus gallus domesticus;Male;28190;59430;31240;127.72321395934473;240000.0;160.0;0.8800000000000001;192.0;[-0.11154036049090094, 0.12699299672453335, 0.3081540439908552, 0.6023152601168948, 0.5465031485841192];2;0.3020628394736651;0.5848296891473491;0.8031251831718427;0.8133449341685592;0.4484369756931156
Gallus gallus domesticus;Femelle;28190;57660;29470;31.60321395934473;240000.0;160.0;0.8800000000000001;192.0;[-0.014562977863947824, 0.15866273841185852, 0.3787899766820103];2;0.4312503767248558;0.5403545977507186;0.8840985756363738;0.9381074693528202;0.30352388397902774
Gallus gallus domesticus;Male;28360;56530;28170;52.02435199999731;216000.0;144.0;0.8320000000000001;172.8;[-0.14123734743515282, 0.012033941713719576];3;0.18743107585589572;0.44599824170403923;0.8796152449440047;0.8415618612730761;0.3807716224166956
Gallus gallus domesticus;Male;28360;56370;28010;-64.0636480000027;216000.0;144.0;0.8320000000000001;172.8;[-0.29166310681812146, 0.0053249903893815564];3;0.12292819480521439;0.5525247778123755;0.973762786943806;0.8154649382204573;0.4760247950087883
Gallus gallus domesticus;Male;28530;52680;24150;49.10605704301538;202560.0;135.04000000000002;0.8051200000000001;162.048;[-0.0012251355647417972, 0.2014150465475808, 0.41386315379122635];5;0;0.44583809667938107;0.7309379870532904;0.9815979902734676;0.4246426106769876
Gallus gallus domesticus;Femelle;28530;32980;4450;-66.89394295698462;202560.0;135.04000000000002;0.8051200000000001;162.048;[-0.15605534963435486, 0.0766212414235731, 0.4384799140457172];5;0.49276997903098685;0.13789736724729046;0.6805358913006571;0.8670549812601787;0.28435353609117214
Gallus gallus domesticus;Male;28600;55010;26410;61.98831517249582;202560.0;135.04000000000002;0.79232;162.048;[-0.14110177778398647, 0.1764692976863843, 0.4388928816508651];5;0.06418259908811937;0.2842311648393462;0.7184420332884887;0.7596159106347863;0.3102850690311686
Gallus gallus domesticus;Femelle;28600;51220;22620;-54.089764827504204;202560.0;135.04000000000002;0.79232;162.048;[-0.1294309101353089, -0.140683227463458, 0.39058458995379786, 0.559074340218073];5;0;0.3891861105348947;0.8597409749293559;0.7918679368741512;0.14772452552915483
Gallus gallus domesticus;Male;28600;28640;40;-170.10241378750422;202560.0;135.04000000000002;0.79232;162.048;[-0.21294490645399125, -0.012695085208332915, 0.29778452564997454, 0.542743305130001, 0.3863090206633459, 0.31041810531553343];5;0.42971918458122077;0.4978210324492097;0.8244100863026771;0.9757840360836925;0.14817763697457298
Canis lupus lupus;Male;28640;50960;22320;-78.39937555169223;2340000.0;1200.0;0.8400000000000001;320.0;[-0.031134979471206692, 0.07188840580058686, 0.33108980170543645];2;0.3773387843063746;0.468168726070331;0.9392603891162423;0.9756818100327348;0.4315801105163182
Gallus gallus domesticus;Femelle;28970;32150;3180;63.922335999997166;216000.0;144.0;0.8320000000000001;172.8;[-0.05974258315138701, 0.24532330360258353, 0.45256508516408717];3;0.49686762171016974;0.43815820178562803;0.7791858123100298;0.8407132249442995;0.41356658462040435
Gallus gallus domesticus;Male;28970;53940;24970;-52.165664000002835;216000.0;144.0;0.8320000000000001;172.8;[-0.06339825695368005, 0.04164428062883431];3;0.3724534039308218;0.4191951153740502;0.7487511084092839;0.7997303519626849;0.26805544378115487
Gallus gallus domesticus;Male;29110;56010;26900;71.01901346081816;206400.0;137.6;0.8128000000000001;165.12;[-0.19861652370874042, 0.2247599627993849, 0.33012739326542506];4;0.4290176948577461;0.4556699222218173;0.723990543650389;0.6715381706665223;0.31528185159491084
Gallus gallus domesticus;Femelle;29110;59700;30590;-44.99762653918185;206400.0;137.6;0.8128000000000001;165.12;[-0.20712536796825934];4;0.1906625208115775;0.5944426559070616;0.6653246575580691;0.6833947090165513;0.31791301218029766
Gallus gallus domesticus;Femelle;29110;29150;40;-161.01110493918188;206400.0;137.6;0.8128000000000001;165.12;[-0.2855232048745644];4;0.4171110551054234;0.4959323116844774;0.907265748657222;0.8823623890850097;0.36192127200916757
Gallus gallus domesticus;Femelle;29250;65250;36000;229.03955753639175;240000.0;160.0;0.8800000000000001;192.0;[-0.19698489376253953, 0.24168441508568692, 0.4612579945874456];2;0.3794502495136009;0.5343794517987315;0.9588577723572399;0.8790503573652771;0.409685788110258
Gallus gallus domesticus;Male;29250;60590;31340;133.03955753639175;240000.0;160.0;0.8800000000000001;192.0;[-0.05752541449212312, 0.11063262894494683, 0.376883899384112, 0.6235567486961052, 0.5512280058500738];2;0.3900447773772369;0.5091261499960367;0.9180127416094982;0.8975115773173417;0.3763003085817196
Gallus gallus domesticus;Male;29250;60480;31230;37.038597536391755;240000.0;160.0;0.8800000000000001;192.0;[-0.18676048761408212, 0.23884242714857531, 0.4670269147899827, 0.6910353469990096, 0.5028822668951973];2;0.4893411498618082;0.5099002512660926;0.808895128610958;0.8483783160164593;0.3666913138390081
Oryctolagus cuniculus;Femelle;29250;56300;27050;-17.768877317375786;360000.0;200.0;1.44;32.0;[-0.12765645195195377, 0.06496923646737462, 0.3232594712368072];2;0.6435421019070703;0.5226604803747428;0.8741608675727165;0.9462172295734592;0.32302208002009625
Gallus gallus domesticus;Male;29280;60630;31350;62.29200884389541;240000.0;160.0;0.8800000000000001;192.0;[-0.14223477444393134, 0.11280901422261949, 0.47222338623827104];2;0.49282639348614093;0.5202423449820783;0.9628154838973496;0.8302291437459126;0.38949496202851375
Gallus gallus domesticus;Femelle;29280;54010;24730;-53.7241911561046;240000.0;160.0;0.8800000000000001;192.0;[-0.17552510444141375, 0.07491469642700407, 0.4829730738762581];2;0.40711815111585287;0.4985647938493282;0.8446577298302493;0.8095455866107791;0.3831341594129369
Gallus gallus domesticus;Male;29380;55750;26370;37.55752433764788;216000.0;144.0;0.8320000000000001;172.8;[-0.24169926363100905, -0.07812604922007355];3;0.363159352363671;0.5219631997807034;0.7202488239803715;0.7522735612142558;0.47727477274953845
Gallus gallus domesticus;Male;29380;53260;23880;-78.44247566235214;216000.0;144.0;0.8320000000000001;172.8;[-0.038911947883412526, 0.06803894273586986, 0.32626499709871404, 0.6021881590381227, 0.44890939840230926];3;0.2066197618263588;0.45742400637865693;0.7819833029403088;0.9013533284682629;0.3811225564380817
Oryctolagus cuniculus;Femelle;29420;34490;5070;-58.00880138416241;360000.0;200.0;1.44;32.0;[-0.1571068134550299, 0.1273968130122791, 0.442779070254513, 0.6848563826682444, 0.5003462078222105];2;0.6695782047153175;0.4627949528114192;0.9584265808191741;0.8014238177746763;0.3267601548808517
Gallus gallus domesticus;Male;29480;57650;28170;66.34532168605298;216000.0;144.0;0.8320000000000001;172.8;[-0.2117374720328386, -0.0040724634571567, 0.3270969922584115, 0.28859430876667747];3;0.257512883317463;0.40951044080680515;0.8235810161994421;0.8255021971581221;0.46408633209444994
Gallus gallus domesticus;Femelle;29480;50330;20850;-49.65467831394702;216000.0;144.0;0.8320000000000001;172.8;[-0.25231045369584115, 0.08291429151782982, 0.39278324398881187, 0.21217499848801133];3;0.30548709075631275;0.49786098219175934;0.9599319601507138;0.8195284198669427;0.32820892733948714
Gallus gallus domesticus;Femelle;29480;29520;40;-165.65467831394702;216000.0;144.0;0.8320000000000001;172.8;[-0.12038718902713186, 0.12158070693675413, 0.42528940716455776, 0.6874456632753161, 0.5478496926035545];3;0.2456390106907262;0.45763471658432797;0.9281348866187713;0.760173353736374;0.3572161890886746
Gallus gallus domesticus;Femelle;29550;59260;29710;41.30267086065251;202560.0;135.04000000000002;0.8051200000000001;162.048;[-0.1160146341613407, 0.11303893371758267];5;0.2955392937397497;0.33598758787062355;0.5570133676178105;0.528156324869927;0.007955332099109744
